Fecha,Hora,Sucursal,Producto,Precio,Unidades,Precio Total,Mes,Nombre_Mes,Año,Año_Mes
2022-11-19,18,Sucursal 5,Producto E,40,1,40,11,November,2022,2022-11
2022-11-19,18,Sucursal 3,Producto C,30,2,60,11,November,2022,2022-11
2022-11-19,12,Sucursal 3,Producto E,40,9,360,11,November,2022,2022-11
2022-11-19,15,Sucursal 1,Producto G,20,1,20,11,November,2022,2022-11
2022-11-19,14,Sucursal 1,Producto B,25,9,225,11,November,2022,2022-11
2022-11-19,12,Sucursal 3,Producto D,35,2,70,11,November,2022,2022-11
2022-11-19,19,Sucursal 3,Producto I,60,3,180,11,November,2022,2022-11
2022-11-19,13,Sucursal 4,Producto G,20,2,40,11,November,2022,2022-11
2022-11-19,15,Sucursal 1,Producto I,60,8,480,11,November,2022,2022-11
2022-11-19,16,Sucursal 1,Producto G,20,1,20,11,November,2022,2022-11
2022-11-20,18,Sucursal 4,Producto D,35,9,315,11,November,2022,2022-11
2022-11-20,14,Sucursal 2,Producto D,35,9,315,11,November,2022,2022-11
2022-11-20,20,Sucursal 2,Producto E,40,6,240,11,November,2022,2022-11
2022-11-20,17,Sucursal 4,Producto B,25,3,75,11,November,2022,2022-11
2022-11-20,18,Sucursal 4,Producto A,20,2,40,11,November,2022,2022-11
2022-11-20,18,Sucursal 3,Producto B,25,2,50,11,November,2022,2022-11
2022-11-20,13,Sucursal 5,Producto H,25,4,100,11,November,2022,2022-11
2022-11-20,16,Sucursal 5,Producto D,35,9,315,11,November,2022,2022-11
2022-11-20,17,Sucursal 4,Producto I,60,2,120,11,November,2022,2022-11
2022-11-20,15,Sucursal 3,Producto F,40,2,80,11,November,2022,2022-11
2022-11-20,18,Sucursal 5,Producto A,20,9,180,11,November,2022,2022-11
2022-11-20,20,Sucursal 1,Producto B,25,4,100,11,November,2022,2022-11
2022-11-21,14,Sucursal 4,Producto D,35,9,315,11,November,2022,2022-11
2022-11-21,18,Sucursal 3,Producto C,30,4,120,11,November,2022,2022-11
2022-11-21,12,Sucursal 2,Producto A,20,7,140,11,November,2022,2022-11
2022-11-21,20,Sucursal 5,Producto E,40,1,40,11,November,2022,2022-11
2022-11-21,16,Sucursal 2,Producto F,40,5,200,11,November,2022,2022-11
2022-11-21,16,Sucursal 1,Producto F,40,5,200,11,November,2022,2022-11
2022-11-21,19,Sucursal 4,Producto J,60,3,180,11,November,2022,2022-11
2022-11-21,15,Sucursal 3,Producto C,30,7,210,11,November,2022,2022-11
2022-11-21,16,Sucursal 5,Producto E,40,2,80,11,November,2022,2022-11
2022-11-22,19,Sucursal 2,Producto J,60,5,300,11,November,2022,2022-11
2022-11-22,18,Sucursal 5,Producto F,40,2,80,11,November,2022,2022-11
2022-11-22,16,Sucursal 5,Producto D,35,2,70,11,November,2022,2022-11
2022-11-22,15,Sucursal 4,Producto I,60,6,360,11,November,2022,2022-11
2022-11-22,19,Sucursal 3,Producto I,60,8,480,11,November,2022,2022-11
2022-11-22,14,Sucursal 1,Producto D,35,4,140,11,November,2022,2022-11
2022-11-22,15,Sucursal 4,Producto G,20,8,160,11,November,2022,2022-11
2022-11-22,17,Sucursal 1,Producto A,20,1,20,11,November,2022,2022-11
2022-11-22,16,Sucursal 4,Producto J,60,3,180,11,November,2022,2022-11
2022-11-22,12,Sucursal 4,Producto H,25,6,150,11,November,2022,2022-11
2022-11-22,18,Sucursal 4,Producto D,35,1,35,11,November,2022,2022-11
2022-11-22,17,Sucursal 2,Producto H,25,2,50,11,November,2022,2022-11
2022-11-22,14,Sucursal 3,Producto G,20,6,120,11,November,2022,2022-11
2022-11-22,16,Sucursal 3,Producto C,30,5,150,11,November,2022,2022-11
2022-11-23,13,Sucursal 2,Producto G,20,8,160,11,November,2022,2022-11
2022-11-23,18,Sucursal 5,Producto H,25,8,200,11,November,2022,2022-11
2022-11-23,18,Sucursal 2,Producto B,25,1,25,11,November,2022,2022-11
2022-11-23,18,Sucursal 3,Producto H,25,8,200,11,November,2022,2022-11
2022-11-23,14,Sucursal 5,Producto I,60,8,480,11,November,2022,2022-11
2022-11-23,13,Sucursal 4,Producto H,25,8,200,11,November,2022,2022-11
2022-11-23,13,Sucursal 1,Producto F,40,8,320,11,November,2022,2022-11
2022-11-23,18,Sucursal 3,Producto D,35,3,105,11,November,2022,2022-11
2022-11-23,12,Sucursal 1,Producto H,25,7,175,11,November,2022,2022-11
2022-11-23,13,Sucursal 4,Producto F,40,4,160,11,November,2022,2022-11
2022-11-23,14,Sucursal 1,Producto C,30,2,60,11,November,2022,2022-11
2022-11-24,16,Sucursal 3,Producto I,60,6,360,11,November,2022,2022-11
2022-11-24,18,Sucursal 3,Producto A,20,5,100,11,November,2022,2022-11
2022-11-24,15,Sucursal 4,Producto D,35,9,315,11,November,2022,2022-11
2022-11-24,14,Sucursal 2,Producto F,40,7,280,11,November,2022,2022-11
2022-11-24,18,Sucursal 2,Producto E,40,9,360,11,November,2022,2022-11
2022-11-24,17,Sucursal 1,Producto J,60,5,300,11,November,2022,2022-11
2022-11-24,16,Sucursal 4,Producto I,60,1,60,11,November,2022,2022-11
2022-11-24,12,Sucursal 5,Producto B,25,1,25,11,November,2022,2022-11
2022-11-24,14,Sucursal 4,Producto I,60,5,300,11,November,2022,2022-11
2022-11-25,14,Sucursal 5,Producto F,40,7,280,11,November,2022,2022-11
2022-11-25,17,Sucursal 3,Producto I,60,6,360,11,November,2022,2022-11
2022-11-25,12,Sucursal 5,Producto D,35,4,140,11,November,2022,2022-11
2022-11-25,19,Sucursal 1,Producto J,60,5,300,11,November,2022,2022-11
2022-11-25,17,Sucursal 1,Producto I,60,8,480,11,November,2022,2022-11
2022-11-25,13,Sucursal 3,Producto I,60,1,60,11,November,2022,2022-11
2022-11-25,20,Sucursal 2,Producto E,40,7,280,11,November,2022,2022-11
2022-11-26,16,Sucursal 1,Producto J,60,4,240,11,November,2022,2022-11
2022-11-26,17,Sucursal 1,Producto F,40,3,120,11,November,2022,2022-11
2022-11-26,12,Sucursal 5,Producto G,20,7,140,11,November,2022,2022-11
2022-11-26,16,Sucursal 5,Producto G,20,5,100,11,November,2022,2022-11
2022-11-26,13,Sucursal 5,Producto I,60,3,180,11,November,2022,2022-11
2022-11-26,19,Sucursal 2,Producto J,60,2,120,11,November,2022,2022-11
2022-11-26,14,Sucursal 5,Producto E,40,2,80,11,November,2022,2022-11
2022-11-26,13,Sucursal 2,Producto I,60,9,540,11,November,2022,2022-11
2022-11-26,14,Sucursal 5,Producto D,35,4,140,11,November,2022,2022-11
2022-11-26,13,Sucursal 2,Producto C,30,9,270,11,November,2022,2022-11
2022-11-26,19,Sucursal 5,Producto D,35,4,140,11,November,2022,2022-11
2022-11-26,16,Sucursal 3,Producto D,35,9,315,11,November,2022,2022-11
2022-11-26,17,Sucursal 2,Producto F,40,8,320,11,November,2022,2022-11
2022-11-26,19,Sucursal 5,Producto C,30,5,150,11,November,2022,2022-11
2022-11-27,12,Sucursal 4,Producto E,40,7,280,11,November,2022,2022-11
2022-11-27,13,Sucursal 5,Producto J,60,2,120,11,November,2022,2022-11
2022-11-27,18,Sucursal 2,Producto E,40,5,200,11,November,2022,2022-11
2022-11-27,16,Sucursal 4,Producto G,20,5,100,11,November,2022,2022-11
2022-11-27,18,Sucursal 2,Producto B,25,6,150,11,November,2022,2022-11
2022-11-27,18,Sucursal 2,Producto G,20,8,160,11,November,2022,2022-11
2022-11-27,12,Sucursal 4,Producto C,30,7,210,11,November,2022,2022-11
2022-11-27,13,Sucursal 1,Producto F,40,3,120,11,November,2022,2022-11
2022-11-27,16,Sucursal 4,Producto B,25,2,50,11,November,2022,2022-11
2022-11-27,17,Sucursal 3,Producto A,20,3,60,11,November,2022,2022-11
2022-11-27,19,Sucursal 5,Producto D,35,8,280,11,November,2022,2022-11
2022-11-27,19,Sucursal 4,Producto E,40,2,80,11,November,2022,2022-11
2022-11-27,16,Sucursal 4,Producto C,30,7,210,11,November,2022,2022-11
2022-11-27,18,Sucursal 3,Producto G,20,8,160,11,November,2022,2022-11
2022-11-27,13,Sucursal 1,Producto C,30,8,240,11,November,2022,2022-11
2022-11-27,20,Sucursal 2,Producto E,40,2,80,11,November,2022,2022-11
2022-11-28,15,Sucursal 3,Producto F,40,2,80,11,November,2022,2022-11
2022-11-28,19,Sucursal 2,Producto I,60,7,420,11,November,2022,2022-11
2022-11-28,16,Sucursal 1,Producto E,40,4,160,11,November,2022,2022-11
2022-11-28,17,Sucursal 5,Producto F,40,8,320,11,November,2022,2022-11
2022-11-28,15,Sucursal 4,Producto D,35,5,175,11,November,2022,2022-11
2022-11-28,13,Sucursal 2,Producto C,30,3,90,11,November,2022,2022-11
2022-11-28,16,Sucursal 2,Producto A,20,2,40,11,November,2022,2022-11
2022-11-28,12,Sucursal 3,Producto G,20,6,120,11,November,2022,2022-11
2022-11-28,13,Sucursal 1,Producto D,35,4,140,11,November,2022,2022-11
2022-11-28,19,Sucursal 3,Producto H,25,2,50,11,November,2022,2022-11
2022-11-28,17,Sucursal 5,Producto J,60,8,480,11,November,2022,2022-11
2022-11-28,12,Sucursal 2,Producto J,60,8,480,11,November,2022,2022-11
2022-11-28,19,Sucursal 3,Producto C,30,5,150,11,November,2022,2022-11
2022-11-29,20,Sucursal 3,Producto D,35,1,35,11,November,2022,2022-11
2022-11-29,18,Sucursal 4,Producto B,25,5,125,11,November,2022,2022-11
2022-11-29,20,Sucursal 2,Producto G,20,5,100,11,November,2022,2022-11
2022-11-29,12,Sucursal 4,Producto F,40,6,240,11,November,2022,2022-11
2022-11-29,14,Sucursal 2,Producto J,60,9,540,11,November,2022,2022-11
2022-11-29,14,Sucursal 2,Producto H,25,8,200,11,November,2022,2022-11
2022-11-29,13,Sucursal 5,Producto C,30,5,150,11,November,2022,2022-11
2022-11-29,12,Sucursal 5,Producto F,40,7,280,11,November,2022,2022-11
2022-11-29,14,Sucursal 2,Producto D,35,9,315,11,November,2022,2022-11
2022-11-29,17,Sucursal 3,Producto E,40,4,160,11,November,2022,2022-11
2022-11-29,15,Sucursal 3,Producto B,25,9,225,11,November,2022,2022-11
2022-11-29,12,Sucursal 4,Producto E,40,4,160,11,November,2022,2022-11
2022-11-29,17,Sucursal 5,Producto J,60,7,420,11,November,2022,2022-11
2022-11-30,14,Sucursal 3,Producto B,25,7,175,11,November,2022,2022-11
2022-11-30,18,Sucursal 5,Producto H,25,3,75,11,November,2022,2022-11
2022-11-30,19,Sucursal 3,Producto E,40,1,40,11,November,2022,2022-11
2022-11-30,14,Sucursal 2,Producto F,40,9,360,11,November,2022,2022-11
2022-11-30,12,Sucursal 3,Producto C,30,6,180,11,November,2022,2022-11
2022-11-30,17,Sucursal 1,Producto J,60,1,60,11,November,2022,2022-11
2022-11-30,17,Sucursal 1,Producto B,25,3,75,11,November,2022,2022-11
2022-11-30,13,Sucursal 2,Producto J,60,6,360,11,November,2022,2022-11
2022-11-30,19,Sucursal 5,Producto G,20,9,180,11,November,2022,2022-11
2022-11-30,12,Sucursal 4,Producto B,25,7,175,11,November,2022,2022-11
2022-11-30,15,Sucursal 5,Producto J,60,2,120,11,November,2022,2022-11
2022-11-30,20,Sucursal 5,Producto H,25,6,150,11,November,2022,2022-11
2022-11-30,15,Sucursal 3,Producto C,30,5,150,11,November,2022,2022-11
2022-12-01,17,Sucursal 2,Producto D,35,3,105,12,December,2022,2022-12
2022-12-01,15,Sucursal 1,Producto J,60,6,360,12,December,2022,2022-12
2022-12-01,19,Sucursal 3,Producto I,60,6,360,12,December,2022,2022-12
2022-12-01,19,Sucursal 5,Producto B,25,7,175,12,December,2022,2022-12
2022-12-01,20,Sucursal 2,Producto B,25,2,50,12,December,2022,2022-12
2022-12-01,17,Sucursal 5,Producto B,25,5,125,12,December,2022,2022-12
2022-12-01,12,Sucursal 5,Producto G,20,5,100,12,December,2022,2022-12
2022-12-01,12,Sucursal 3,Producto F,40,1,40,12,December,2022,2022-12
2022-12-01,12,Sucursal 2,Producto I,60,2,120,12,December,2022,2022-12
2022-12-01,14,Sucursal 3,Producto F,40,8,320,12,December,2022,2022-12
2022-12-02,19,Sucursal 5,Producto I,60,8,480,12,December,2022,2022-12
2022-12-02,17,Sucursal 3,Producto A,20,3,60,12,December,2022,2022-12
2022-12-02,15,Sucursal 3,Producto B,25,1,25,12,December,2022,2022-12
2022-12-02,14,Sucursal 1,Producto J,60,2,120,12,December,2022,2022-12
2022-12-02,20,Sucursal 5,Producto B,25,5,125,12,December,2022,2022-12
2022-12-02,12,Sucursal 4,Producto D,35,7,245,12,December,2022,2022-12
2022-12-02,20,Sucursal 5,Producto H,25,9,225,12,December,2022,2022-12
2022-12-02,14,Sucursal 5,Producto B,25,7,175,12,December,2022,2022-12
2022-12-02,15,Sucursal 5,Producto B,25,1,25,12,December,2022,2022-12
2022-12-03,17,Sucursal 3,Producto A,20,7,140,12,December,2022,2022-12
2022-12-03,16,Sucursal 1,Producto H,25,7,175,12,December,2022,2022-12
2022-12-03,13,Sucursal 2,Producto G,20,7,140,12,December,2022,2022-12
2022-12-03,15,Sucursal 3,Producto E,40,6,240,12,December,2022,2022-12
2022-12-03,20,Sucursal 2,Producto C,30,6,180,12,December,2022,2022-12
2022-12-03,14,Sucursal 1,Producto H,25,2,50,12,December,2022,2022-12
2022-12-03,17,Sucursal 2,Producto G,20,6,120,12,December,2022,2022-12
2022-12-03,12,Sucursal 1,Producto I,60,7,420,12,December,2022,2022-12
2022-12-03,16,Sucursal 1,Producto J,60,4,240,12,December,2022,2022-12
2022-12-03,16,Sucursal 1,Producto A,20,9,180,12,December,2022,2022-12
2022-12-03,16,Sucursal 1,Producto D,35,1,35,12,December,2022,2022-12
2022-12-04,12,Sucursal 4,Producto E,40,6,240,12,December,2022,2022-12
2022-12-04,15,Sucursal 2,Producto J,60,7,420,12,December,2022,2022-12
2022-12-04,12,Sucursal 5,Producto B,25,7,175,12,December,2022,2022-12
2022-12-04,16,Sucursal 1,Producto B,25,8,200,12,December,2022,2022-12
2022-12-04,14,Sucursal 3,Producto I,60,9,540,12,December,2022,2022-12
2022-12-04,12,Sucursal 4,Producto H,25,8,200,12,December,2022,2022-12
2022-12-04,18,Sucursal 5,Producto I,60,4,240,12,December,2022,2022-12
2022-12-04,18,Sucursal 1,Producto E,40,9,360,12,December,2022,2022-12
2022-12-04,12,Sucursal 1,Producto H,25,4,100,12,December,2022,2022-12
2022-12-04,13,Sucursal 4,Producto G,20,7,140,12,December,2022,2022-12
2022-12-04,17,Sucursal 1,Producto B,25,2,50,12,December,2022,2022-12
2022-12-05,17,Sucursal 2,Producto F,40,5,200,12,December,2022,2022-12
2022-12-05,19,Sucursal 1,Producto E,40,7,280,12,December,2022,2022-12
2022-12-05,17,Sucursal 1,Producto I,60,1,60,12,December,2022,2022-12
2022-12-05,12,Sucursal 1,Producto H,25,4,100,12,December,2022,2022-12
2022-12-05,14,Sucursal 4,Producto D,35,6,210,12,December,2022,2022-12
2022-12-05,17,Sucursal 5,Producto J,60,4,240,12,December,2022,2022-12
2022-12-05,12,Sucursal 1,Producto D,35,4,140,12,December,2022,2022-12
2022-12-05,13,Sucursal 5,Producto H,25,2,50,12,December,2022,2022-12
2022-12-05,17,Sucursal 4,Producto H,25,8,200,12,December,2022,2022-12
2022-12-05,16,Sucursal 2,Producto J,60,9,540,12,December,2022,2022-12
2022-12-05,14,Sucursal 3,Producto H,25,4,100,12,December,2022,2022-12
2022-12-05,16,Sucursal 2,Producto J,60,8,480,12,December,2022,2022-12
2022-12-05,16,Sucursal 3,Producto I,60,1,60,12,December,2022,2022-12
2022-12-05,12,Sucursal 1,Producto E,40,8,320,12,December,2022,2022-12
2022-12-06,14,Sucursal 3,Producto B,25,4,100,12,December,2022,2022-12
2022-12-06,20,Sucursal 5,Producto I,60,3,180,12,December,2022,2022-12
2022-12-06,17,Sucursal 2,Producto D,35,7,245,12,December,2022,2022-12
2022-12-06,19,Sucursal 2,Producto A,20,3,60,12,December,2022,2022-12
2022-12-06,17,Sucursal 4,Producto J,60,5,300,12,December,2022,2022-12
2022-12-06,12,Sucursal 1,Producto I,60,8,480,12,December,2022,2022-12
2022-12-06,19,Sucursal 4,Producto C,30,3,90,12,December,2022,2022-12
2022-12-06,14,Sucursal 4,Producto F,40,5,200,12,December,2022,2022-12
2022-12-06,18,Sucursal 1,Producto G,20,8,160,12,December,2022,2022-12
2022-12-06,14,Sucursal 1,Producto J,60,2,120,12,December,2022,2022-12
2022-12-06,15,Sucursal 2,Producto J,60,4,240,12,December,2022,2022-12
2022-12-06,17,Sucursal 1,Producto B,25,3,75,12,December,2022,2022-12
2022-12-06,16,Sucursal 1,Producto H,25,9,225,12,December,2022,2022-12
2022-12-06,17,Sucursal 3,Producto B,25,8,200,12,December,2022,2022-12
2022-12-06,16,Sucursal 5,Producto E,40,4,160,12,December,2022,2022-12
2022-12-06,14,Sucursal 1,Producto A,20,4,80,12,December,2022,2022-12
2022-12-06,17,Sucursal 3,Producto J,60,9,540,12,December,2022,2022-12
2022-12-06,19,Sucursal 2,Producto E,40,3,120,12,December,2022,2022-12
2022-12-07,16,Sucursal 5,Producto D,35,8,280,12,December,2022,2022-12
2022-12-07,17,Sucursal 4,Producto H,25,4,100,12,December,2022,2022-12
2022-12-07,13,Sucursal 5,Producto J,60,1,60,12,December,2022,2022-12
2022-12-07,19,Sucursal 4,Producto D,35,5,175,12,December,2022,2022-12
2022-12-07,12,Sucursal 3,Producto C,30,5,150,12,December,2022,2022-12
2022-12-07,16,Sucursal 3,Producto H,25,4,100,12,December,2022,2022-12
2022-12-07,17,Sucursal 4,Producto G,20,8,160,12,December,2022,2022-12
2022-12-07,15,Sucursal 5,Producto I,60,5,300,12,December,2022,2022-12
2022-12-08,20,Sucursal 1,Producto E,40,5,200,12,December,2022,2022-12
2022-12-08,18,Sucursal 5,Producto F,40,4,160,12,December,2022,2022-12
2022-12-08,13,Sucursal 5,Producto G,20,6,120,12,December,2022,2022-12
2022-12-08,14,Sucursal 2,Producto I,60,5,300,12,December,2022,2022-12
2022-12-08,12,Sucursal 2,Producto A,20,6,120,12,December,2022,2022-12
2022-12-08,14,Sucursal 4,Producto J,60,7,420,12,December,2022,2022-12
2022-12-08,12,Sucursal 5,Producto C,30,8,240,12,December,2022,2022-12
2022-12-08,17,Sucursal 2,Producto A,20,7,140,12,December,2022,2022-12
2022-12-08,14,Sucursal 2,Producto A,20,7,140,12,December,2022,2022-12
2022-12-08,12,Sucursal 2,Producto B,25,3,75,12,December,2022,2022-12
2022-12-08,18,Sucursal 4,Producto C,30,8,240,12,December,2022,2022-12
2022-12-08,15,Sucursal 1,Producto C,30,5,150,12,December,2022,2022-12
2022-12-09,20,Sucursal 2,Producto A,20,3,60,12,December,2022,2022-12
2022-12-09,19,Sucursal 5,Producto G,20,1,20,12,December,2022,2022-12
2022-12-09,15,Sucursal 3,Producto I,60,3,180,12,December,2022,2022-12
2022-12-09,15,Sucursal 3,Producto C,30,8,240,12,December,2022,2022-12
2022-12-09,17,Sucursal 5,Producto G,20,2,40,12,December,2022,2022-12
2022-12-09,19,Sucursal 1,Producto E,40,8,320,12,December,2022,2022-12
2022-12-09,14,Sucursal 1,Producto E,40,6,240,12,December,2022,2022-12
2022-12-09,19,Sucursal 4,Producto B,25,3,75,12,December,2022,2022-12
2022-12-09,15,Sucursal 4,Producto I,60,2,120,12,December,2022,2022-12
2022-12-09,20,Sucursal 1,Producto J,60,9,540,12,December,2022,2022-12
2022-12-09,13,Sucursal 3,Producto F,40,5,200,12,December,2022,2022-12
2022-12-09,18,Sucursal 2,Producto A,20,2,40,12,December,2022,2022-12
2022-12-09,14,Sucursal 2,Producto C,30,7,210,12,December,2022,2022-12
2022-12-10,16,Sucursal 4,Producto J,60,1,60,12,December,2022,2022-12
2022-12-10,19,Sucursal 3,Producto I,60,9,540,12,December,2022,2022-12
2022-12-10,19,Sucursal 5,Producto H,25,9,225,12,December,2022,2022-12
2022-12-10,15,Sucursal 1,Producto H,25,4,100,12,December,2022,2022-12
2022-12-10,19,Sucursal 2,Producto B,25,8,200,12,December,2022,2022-12
2022-12-10,18,Sucursal 5,Producto D,35,3,105,12,December,2022,2022-12
2022-12-10,15,Sucursal 3,Producto G,20,6,120,12,December,2022,2022-12
2022-12-10,17,Sucursal 1,Producto D,35,9,315,12,December,2022,2022-12
2022-12-10,19,Sucursal 1,Producto I,60,3,180,12,December,2022,2022-12
2022-12-10,18,Sucursal 2,Producto C,30,7,210,12,December,2022,2022-12
2022-12-10,13,Sucursal 1,Producto H,25,3,75,12,December,2022,2022-12
2022-12-10,18,Sucursal 1,Producto E,40,2,80,12,December,2022,2022-12
2022-12-10,15,Sucursal 3,Producto C,30,6,180,12,December,2022,2022-12
2022-12-10,15,Sucursal 4,Producto D,35,6,210,12,December,2022,2022-12
2022-12-10,20,Sucursal 3,Producto I,60,1,60,12,December,2022,2022-12
2022-12-10,18,Sucursal 3,Producto E,40,5,200,12,December,2022,2022-12
2022-12-10,20,Sucursal 3,Producto H,25,9,225,12,December,2022,2022-12
2022-12-10,15,Sucursal 5,Producto J,60,8,480,12,December,2022,2022-12
2022-12-10,20,Sucursal 1,Producto A,20,4,80,12,December,2022,2022-12
2022-12-10,12,Sucursal 3,Producto D,35,8,280,12,December,2022,2022-12
2022-12-11,17,Sucursal 2,Producto H,25,3,75,12,December,2022,2022-12
2022-12-11,14,Sucursal 3,Producto F,40,5,200,12,December,2022,2022-12
2022-12-11,15,Sucursal 4,Producto I,60,2,120,12,December,2022,2022-12
2022-12-11,16,Sucursal 1,Producto A,20,7,140,12,December,2022,2022-12
2022-12-11,16,Sucursal 3,Producto I,60,5,300,12,December,2022,2022-12
2022-12-11,12,Sucursal 5,Producto H,25,8,200,12,December,2022,2022-12
2022-12-11,17,Sucursal 1,Producto D,35,7,245,12,December,2022,2022-12
2022-12-11,19,Sucursal 5,Producto J,60,2,120,12,December,2022,2022-12
2022-12-11,20,Sucursal 5,Producto A,20,8,160,12,December,2022,2022-12
2022-12-11,19,Sucursal 1,Producto F,40,7,280,12,December,2022,2022-12
2022-12-11,14,Sucursal 2,Producto J,60,4,240,12,December,2022,2022-12
2022-12-11,19,Sucursal 3,Producto J,60,5,300,12,December,2022,2022-12
2022-12-11,13,Sucursal 5,Producto A,20,8,160,12,December,2022,2022-12
2022-12-11,18,Sucursal 3,Producto F,40,9,360,12,December,2022,2022-12
2022-12-11,16,Sucursal 3,Producto I,60,6,360,12,December,2022,2022-12
2022-12-12,14,Sucursal 4,Producto C,30,3,90,12,December,2022,2022-12
2022-12-12,14,Sucursal 3,Producto F,40,9,360,12,December,2022,2022-12
2022-12-12,18,Sucursal 2,Producto D,35,6,210,12,December,2022,2022-12
2022-12-12,13,Sucursal 5,Producto F,40,9,360,12,December,2022,2022-12
2022-12-12,20,Sucursal 2,Producto A,20,8,160,12,December,2022,2022-12
2022-12-12,19,Sucursal 4,Producto H,25,1,25,12,December,2022,2022-12
2022-12-12,18,Sucursal 2,Producto I,60,1,60,12,December,2022,2022-12
2022-12-12,12,Sucursal 1,Producto F,40,7,280,12,December,2022,2022-12
2022-12-12,13,Sucursal 2,Producto J,60,4,240,12,December,2022,2022-12
2022-12-12,12,Sucursal 2,Producto G,20,1,20,12,December,2022,2022-12
2022-12-12,20,Sucursal 5,Producto A,20,5,100,12,December,2022,2022-12
2022-12-12,13,Sucursal 5,Producto C,30,3,90,12,December,2022,2022-12
2022-12-12,12,Sucursal 2,Producto D,35,4,140,12,December,2022,2022-12
2022-12-13,12,Sucursal 3,Producto C,30,6,180,12,December,2022,2022-12
2022-12-13,15,Sucursal 4,Producto D,35,7,245,12,December,2022,2022-12
2022-12-13,15,Sucursal 5,Producto D,35,3,105,12,December,2022,2022-12
2022-12-13,13,Sucursal 3,Producto H,25,7,175,12,December,2022,2022-12
2022-12-13,15,Sucursal 3,Producto G,20,8,160,12,December,2022,2022-12
2022-12-13,14,Sucursal 1,Producto I,60,2,120,12,December,2022,2022-12
2022-12-13,17,Sucursal 1,Producto G,20,8,160,12,December,2022,2022-12
2022-12-13,19,Sucursal 5,Producto D,35,2,70,12,December,2022,2022-12
2022-12-13,19,Sucursal 1,Producto I,60,8,480,12,December,2022,2022-12
2022-12-13,12,Sucursal 4,Producto I,60,3,180,12,December,2022,2022-12
2022-12-13,18,Sucursal 5,Producto F,40,4,160,12,December,2022,2022-12
2022-12-14,12,Sucursal 2,Producto G,20,6,120,12,December,2022,2022-12
2022-12-14,16,Sucursal 3,Producto H,25,7,175,12,December,2022,2022-12
2022-12-14,19,Sucursal 5,Producto J,60,8,480,12,December,2022,2022-12
2022-12-14,15,Sucursal 1,Producto H,25,7,175,12,December,2022,2022-12
2022-12-14,14,Sucursal 2,Producto F,40,7,280,12,December,2022,2022-12
2022-12-14,18,Sucursal 4,Producto H,25,5,125,12,December,2022,2022-12
2022-12-14,15,Sucursal 4,Producto H,25,9,225,12,December,2022,2022-12
2022-12-14,20,Sucursal 5,Producto G,20,5,100,12,December,2022,2022-12
2022-12-14,19,Sucursal 5,Producto E,40,9,360,12,December,2022,2022-12
2022-12-15,15,Sucursal 1,Producto D,35,2,70,12,December,2022,2022-12
2022-12-15,15,Sucursal 3,Producto I,60,7,420,12,December,2022,2022-12
2022-12-15,19,Sucursal 5,Producto G,20,5,100,12,December,2022,2022-12
2022-12-15,15,Sucursal 5,Producto A,20,1,20,12,December,2022,2022-12
2022-12-15,18,Sucursal 1,Producto E,40,8,320,12,December,2022,2022-12
2022-12-15,16,Sucursal 3,Producto E,40,8,320,12,December,2022,2022-12
2022-12-15,20,Sucursal 3,Producto J,60,6,360,12,December,2022,2022-12
2022-12-15,18,Sucursal 1,Producto A,20,8,160,12,December,2022,2022-12
2022-12-15,16,Sucursal 4,Producto E,40,7,280,12,December,2022,2022-12
2022-12-15,19,Sucursal 2,Producto F,40,6,240,12,December,2022,2022-12
2022-12-15,12,Sucursal 4,Producto H,25,2,50,12,December,2022,2022-12
2022-12-15,17,Sucursal 3,Producto D,35,2,70,12,December,2022,2022-12
2022-12-15,15,Sucursal 1,Producto J,60,1,60,12,December,2022,2022-12
2022-12-15,13,Sucursal 2,Producto G,20,7,140,12,December,2022,2022-12
2022-12-15,19,Sucursal 4,Producto J,60,2,120,12,December,2022,2022-12
2022-12-16,19,Sucursal 5,Producto G,20,1,20,12,December,2022,2022-12
2022-12-16,18,Sucursal 5,Producto H,25,2,50,12,December,2022,2022-12
2022-12-16,15,Sucursal 2,Producto J,60,9,540,12,December,2022,2022-12
2022-12-16,18,Sucursal 3,Producto A,20,7,140,12,December,2022,2022-12
2022-12-16,15,Sucursal 5,Producto D,35,1,35,12,December,2022,2022-12
2022-12-16,20,Sucursal 1,Producto E,40,6,240,12,December,2022,2022-12
2022-12-16,18,Sucursal 3,Producto J,60,9,540,12,December,2022,2022-12
2022-12-16,18,Sucursal 3,Producto E,40,4,160,12,December,2022,2022-12
2022-12-16,14,Sucursal 3,Producto H,25,3,75,12,December,2022,2022-12
2022-12-16,20,Sucursal 4,Producto B,25,4,100,12,December,2022,2022-12
2022-12-16,17,Sucursal 2,Producto I,60,1,60,12,December,2022,2022-12
2022-12-16,18,Sucursal 5,Producto F,40,4,160,12,December,2022,2022-12
2022-12-16,16,Sucursal 4,Producto E,40,6,240,12,December,2022,2022-12
2022-12-16,18,Sucursal 1,Producto B,25,4,100,12,December,2022,2022-12
2022-12-16,19,Sucursal 4,Producto D,35,3,105,12,December,2022,2022-12
2022-12-16,14,Sucursal 2,Producto G,20,3,60,12,December,2022,2022-12
2022-12-17,16,Sucursal 2,Producto A,20,6,120,12,December,2022,2022-12
2022-12-17,17,Sucursal 4,Producto H,25,3,75,12,December,2022,2022-12
